"ENSG00000091831" "ENSG00000082175" "ENSG00000141736" "y"
"TCGA-C8-A133-01A-32R-A12D-07" 39.9790258019 11.6840875675 25.0272722608 0
"TCGA-BH-A0BL-01A-11R-A115-07" 0.704502680402 0.423158509815 18.1560650375 1
"TCGA-AN-A0XN-01A-21R-A109-07" 11.5913788018 72.9507867572 11.7199192999 0
"TCGA-LL-A5YL-01A-12R-A29R-07" 9.83846799579 0.517333474308 55.3174275896 0
"TCGA-AC-A3BB-01A-21R-A19W-07" 9.53331509449 7.60342944522 35.6352182743 0
"TCGA-BH-A0B1-01A-12R-A056-07" 66.364401236 32.8351673051 26.234122644 0
"TCGA-BH-A0H6-01A-21R-A056-07" 40.8762262531 121.73470663 30.4833600605 0
"TCGA-AN-A041-01A-11R-A034-07" 26.4544881999 0.192894677437 82.9457791698 0
"TCGA-AO-A03N-01B-11R-A10J-07" 14.1836473578 0.145210098221 14.1893088747 0
"TCGA-AR-A255-01A-11R-A169-07" 49.8184025984 29.4488487948 37.8359462216 0
"TCGA-A2-A0T5-01A-21R-A084-07" 23.9856766805 24.9138694549 46.1791306854 0
"TCGA-AR-A1AR-01A-31R-A137-07" 3.09261191312 0.069705788992 7.99343485468 1
"TCGA-EW-A6SB-01A-12R-A32P-07" 0.272907297321 0.0527455411138 14.3564237737 1
"TCGA-E2-A10A-01A-21R-A115-07" 59.4006013739 9.88917917394 32.9858418819 0
"TCGA-BH-A0C1-01B-11R-A12D-07" 30.7557169256 18.4295525411 39.5759875913 0
"TCGA-A2-A0SU-01A-11R-A084-07" 138.415269686 4.41441217254 46.3946484008 0
"TCGA-EW-A1PA-01A-11R-A144-07" 116.43242633 0.939727943615 23.3901515575 0
"TCGA-BH-A1EY-01A-11R-A13Q-07" 43.8818334148 9.86728505891 22.6747989874 0
"TCGA-EW-A3U0-01A-11R-A22K-07" 0.230283698325 0.0442029758128 18.6807353443 1
"TCGA-AR-A0TX-01A-11R-A084-07" 0.735177240602 0.192964723431 734.172414201 0
"TCGA-AR-A24W-01A-11R-A169-07" 47.8295221823 16.1840998833 27.2595807303 0
"TCGA-A7-A3RF-01A-11R-A22K-07" 70.87352224 0.173458627049 3.55301686795 0
"TCGA-A7-A2KD-01A-31R-A21T-07" 40.5511529904 14.2378238384 613.255031549 0
"TCGA-AN-A0XO-01A-11R-A109-07" 71.0857735232 25.7240345015 48.6925227609 0
"TCGA-A7-A6VV-01A-22R-A33J-07" 0.163397024525 0.143306563248 24.133531963 1
"TCGA-AQ-A1H3-01A-31R-A13Q-07" 54.8715300465 31.0174319476 77.534193669 0
"TCGA-A2-A4S1-01A-21R-A266-07" 0.294551615629 0.00923517972654 0.605351401176 0
"TCGA-A2-A0CR-01A-11R-A22K-07" 8.00202343567 6.25655529879 20.9078913757 0
"TCGA-A2-A0EO-01A-11R-A034-07" 25.7377680571 32.9072138295 57.5243365334 0
"TCGA-D8-A1X8-01A-11R-A14M-07" 154.877937885 3.56101688105 48.6506955235 0
"TCGA-BH-A0EI-01A-11R-A115-07" 25.4295932076 0.834790146482 32.2989348384 0
"TCGA-4H-AAAK-01A-12R-A41B-07" 20.866902984 14.576582703 60.5177022472 0
"TCGA-BH-A18M-01A-11R-A12D-07" 27.9778551538 46.4719658832 26.90703843 0
"TCGA-AR-A2LE-01A-11R-A180-07" 68.1006307603 12.6044651681 38.3394051239 0
"TCGA-OL-A66J-01A-11R-A29R-07" 40.1089515058 0.256431445952 72.9419269989 0
"TCGA-A2-A3XS-01A-11R-A22U-07" 0.114683468404 0.0748192667115 31.9150341281 1
"TCGA-BH-A1ET-01A-11R-A137-07" 98.6427956408 30.2955747136 34.9421232815 0
"TCGA-C8-A1HG-01A-11R-A137-07" 38.3245404698 15.6746568304 8.03830712036 0
"TCGA-B6-A40C-01A-11R-A239-07" 6.99535378696 12.7046526574 47.4215422123 0
"TCGA-B6-A40B-01A-11R-A239-07" 12.5537901631 7.5660974805 57.5348282921 0
"TCGA-BH-A1FD-01A-11R-A13Q-07" 88.7504221878 43.0204393847 9.00118329391 0
"TCGA-E2-A155-01A-11R-A12D-07" 95.2518177462 0.30899907432 74.4514502232 0
"TCGA-BH-A0W4-01A-11R-A109-07" 18.8629698052 51.8191717769 44.4781170273 0
"TCGA-E2-A1L8-01A-11R-A13Q-07" 40.4754737225 18.7151806826 28.2923689739 0
"TCGA-BH-A0B3-01A-11R-A056-07" 0.523251266869 1.07581343017 20.5488958924 1
"TCGA-A7-A5ZW-01A-12R-A29R-07" 22.9176535914 22.8469977015 43.3147389637 0
"TCGA-AR-A1AU-01A-11R-A12P-07" 22.4617821403 29.2636451879 34.3843720275 0
"TCGA-B6-A0RV-01A-11R-A084-07" 81.4137662273 35.447871161 25.3584776277 0
"TCGA-A7-A13E-01A-11R-A12P-07" 0.823303632867 0.0574193703019 46.0794854013 0
"TCGA-D8-A27K-01A-11R-A16F-07" 37.656817382 16.9450332337 59.4234933553 0
"TCGA-C8-A3M7-01A-12R-A21T-07" 4.2660969431 0.757809876384 25.4702801695 1
"TCGA-A8-A096-01A-11R-A00Z-07" 59.7193614226 1.21315814842 29.9229909009 0
"TCGA-BH-A18U-01A-21R-A12D-07" 42.3678259979 5.67143936256 625.48965584 0
"TCGA-A1-A0SD-01A-11R-A115-07" 37.8820932916 2.42171430264 65.6212699406 0
"TCGA-C8-A1HE-01A-11R-A13Q-07" 258.766114983 1.02638635897 56.9142479637 0
"TCGA-GM-A3XL-01A-11R-A22U-07" 0.638515820083 0.0400247646406 11.5653972673 1
"TCGA-AR-A24S-01A-11R-A169-07" 46.6621343197 11.6877005219 16.1815640037 0
"TCGA-E2-A15K-01A-11R-A12P-07" 61.3669502807 0.49729872904 45.3864833433 0
"TCGA-E9-A295-01A-11R-A16F-07" 17.3639831314 6.79509844661 34.8292420187 0
"TCGA-A8-A099-01A-11R-A00Z-07" 140.861107174 19.2669592746 54.8048737966 0
"TCGA-D8-A1JK-01A-11R-A13Q-07" 0.403330308993 0.71966025265 22.1931299353 0
"TCGA-D8-A146-01A-31R-A115-07" 96.3631076256 19.2458512795 23.6620090912 0
"TCGA-B6-A0X7-01A-11R-A10J-07" 44.5548018306 2.87482154455 47.4282104259 0
"TCGA-A2-A0YH-01A-11R-A109-07" 44.3381406419 1.69957191032 36.2451046557 0
"TCGA-AC-A3YI-01A-21R-A239-07" 5.65237498629 0.756340105866 60.8661553057 0
"TCGA-A8-A09B-01A-11R-A00Z-07" 95.1239795323 87.6254674512 47.5867100546 0
"TCGA-AR-A0TQ-01A-11R-A084-07" 12.192631821 0.0961360858049 511.775036979 0
"TCGA-C8-A1HF-01A-11R-A137-07" 4.07602101857 0.471035278822 832.352203041 0
"TCGA-C8-A26Y-01A-11R-A16F-07" 0.115840867845 0.0547692623701 22.9169531793 1
"TCGA-AC-A5EH-01A-11R-A28M-07" 1.91587832515 0.0954646309469 32.7292538052 0
"TCGA-D8-A1XU-01A-11R-A14M-07" 83.1844747332 3.58573685542 18.1075395397 0
"TCGA-JL-A3YW-01A-12R-A239-07" 0.354425406058 0.0930471262316 31.4713360568 0
"TCGA-E2-A14R-01A-11R-A115-07" 0.0916562634195 0.0110662991506 21.8946929735 1
"TCGA-A1-A0SP-01A-11R-A084-07" 0.522003957781 0.104746063911 14.8800836541 1
"TCGA-A8-A07C-01A-11R-A034-07" 0.111721665296 0.0485654762181 19.7306523424 1
"TCGA-AO-A0J7-01A-11R-A034-07" 95.6638494734 4.22363354389 38.7318507115 0
"TCGA-E2-A1L6-01A-11R-A13Q-07" 28.3109207075 55.1589218655 32.1122745408 0
"TCGA-A7-A26H-01A-11R-A169-07" 72.5698202341 33.8281934305 55.7541422051 0
"TCGA-A8-A086-01A-11R-A00Z-07" 60.4313560608 68.0334389 20.8115840647 0
"TCGA-OL-A5RW-01A-11R-A28M-07" 0.0992135319927 0.0142489054211 21.0782397064 1
"TCGA-AC-A4ZE-01A-11R-A41B-07" 83.6724709942 13.7010858698 53.1704939716 0
"TCGA-C8-A1HI-01A-11R-A137-07" 25.3632294713 2.82995989333 53.2608229338 0
"TCGA-LL-A50Y-01A-11R-A266-07" 59.2927316219 12.3111514668 77.8541818243 0
"TCGA-AO-A03L-01A-41R-A056-07" 14.7117549909 1.34989072824 58.7157171823 0
"TCGA-A2-A0YG-01A-21R-A109-07" 42.0021983405 0.204139508271 658.328581869 0
"TCGA-LL-A7SZ-01A-32R-A352-07" 9.14308758895 2.04632257194 14.6637065188 0
"TCGA-AO-A12G-01A-11R-A10J-07" 40.392136187 1.79510441672 45.0320542376 0
"TCGA-BH-A0E7-01A-11R-A034-07" 95.0413424101 149.536103932 39.6431467712 0
"TCGA-D8-A1JG-01B-11R-A13Q-07" 0.37638228696 2.25482329121 103.689168711 1
"TCGA-EW-A6S9-01A-22R-A33J-07" 5.9822551707 3.20510501074 671.527679315 0
"TCGA-LL-A440-01A-11R-A24H-07" 22.4795964295 5.85413236558 29.0128563598 0
"TCGA-C8-A26Z-01A-11R-A16F-07" 272.20331783 0.223870072168 59.0187859547 0
"TCGA-A2-A0T7-01A-21R-A084-07" 10.2920538529 2.01247876337 37.271674337 0
"TCGA-BH-A1EV-01A-11R-A137-07" 29.9511246312 0.445890228323 498.549017738 0
"TCGA-E2-A10E-01A-21R-A10J-07" 130.12405734 1.72372455251 45.3760469863 0
"TCGA-AR-A254-01A-21R-A169-07" 6.29513942956 9.41494896721 568.264183566 0
"TCGA-OL-A5D8-01A-11R-A27Q-07" 53.4837702727 46.1866909005 45.7585335962 0
"TCGA-OL-A5RU-01A-11R-A28M-07" 97.9106845035 5.19126869756 73.5172671598 0
"TCGA-AO-A03T-01A-21R-A034-07" 12.9345751921 1.27352588927 17.7204710776 0
"TCGA-D8-A145-01A-11R-A115-07" 76.7069132528 0.87500956671 38.7794148139 0
"TCGA-AR-A0U2-01A-11R-A109-07" 26.9513547166 2.36967430527 36.1964363568 0
"TCGA-E9-A1R2-01A-11R-A14D-07" 40.3264419957 0.129800542296 67.9221461427 0
"TCGA-EW-A1P0-01A-11R-A144-07" 33.947298428 0.115192175935 2.53681832732 0
"TCGA-A2-A0SV-01A-11R-A084-07" 7.98706112889 2.41283767173 31.7607882559 0
"TCGA-AR-A24M-01A-11R-A169-07" 57.5347249579 26.4979268663 36.6048025826 0
"TCGA-D8-A27W-01A-11R-A16F-07" 32.8231668699 0.594324254378 52.3891180293 0
"TCGA-E2-A15S-01A-11R-A115-07" 46.2850500499 0.147443018635 39.9049722787 0
"TCGA-E9-A22B-01A-11R-A157-07" 41.0492752654 0.19549019042 27.0180054998 0
"TCGA-E9-A5FL-01A-11R-A27Q-07" 1.81840209682 0.00622757344471 13.8000942827 1
"TCGA-D8-A1XR-01A-11R-A14M-07" 45.7096621318 33.0389506861 29.1825502752 0
"TCGA-D8-A1JJ-01A-31R-A14M-07" 51.8808206031 0.690831390387 12.8136748356 0
"TCGA-E2-A153-01A-12R-A12D-07" 15.4055334547 15.5642903699 43.8332705161 0
"TCGA-GM-A2DM-01A-11R-A180-07" 36.8777683857 26.0903238801 20.3699340814 0
"TCGA-E9-A1NE-01A-21R-A14M-07" 19.0567053428 1.96700058539 23.2938263671 0
"TCGA-AR-A1AT-01A-11R-A12P-07" 5.61988815382 0.23407698505 918.83570431 0
"TCGA-AO-A0J8-01A-21R-A034-07" 60.4465682665 12.5970803939 50.8041322802 0
"TCGA-A8-A07W-01A-11R-A00Z-07" 130.526115362 12.3262913655 32.5463059355 0
"TCGA-E9-A1NG-01A-21R-A14M-07" 9.63371827099 4.21044484187 22.5910989636 0
"TCGA-E9-A1N9-01A-11R-A14D-07" 75.750624377 0.498032284876 20.2358347867 0
"TCGA-AO-A0J3-01A-11R-A034-07" 81.519210538 4.18877096962 17.4080561602 0
"TCGA-E2-A1LI-01A-12R-A157-07" 0.404666752728 0.0332342733434 26.8143351798 1
"TCGA-E2-A14T-01A-11R-A115-07" 55.892308307 0.535550779801 44.816842637 0
"TCGA-AR-A0TZ-01A-12R-A084-07" 38.6251260171 21.0051240541 58.3703296986 0
"TCGA-D8-A1J8-01A-11R-A13Q-07" 87.4762073253 0.365353925942 7.77554591556 0
"TCGA-AC-A2BK-01A-11R-A21T-07" 0.0606908416369 0.0220576559458 8.76175166926 1
"TCGA-D8-A1XK-01A-21R-A14M-07" 0.080020507216 0.0114356779372 12.8836695068 1
"TCGA-A2-A0YK-01A-22R-A109-07" 51.8062652198 0.787792150412 23.1151356782 0
"TCGA-A8-A084-01A-21R-A00Z-07" 55.6037457198 0.100106132358 29.0868357052 0
"TCGA-BH-A0DX-01A-11R-A115-07" 68.673066266 0.402642518881 14.4665207212 0
"TCGA-A2-A0YI-01A-31R-A10J-07" 78.4614676343 12.0207787916 30.0346351902 0
"TCGA-5L-AAT1-01A-12R-A41B-07" 16.3315627313 0.128506340268 65.7014854195 0
"TCGA-D8-A27E-01A-11R-A16F-07" 186.540555101 0.46894518074 27.5758014176 0
"TCGA-A8-A090-01A-11R-A00Z-07" 103.523989283 22.9469498141 63.0989898484 0
"TCGA-D8-A27V-01A-12R-A17B-07" 73.739338152 3.68982313836 25.1029821621 0
"TCGA-AO-A0JB-01A-11R-A32Y-07" 8.39435464183 1.16689772608 10.5400540541 0
"TCGA-AN-A0FS-01A-11R-A034-07" 91.8661221077 1.16010063974 43.9190968423 0
"TCGA-OL-A5D7-01A-11R-A27Q-07" 0.490811160873 0.0361684548941 10.387828354 1
"TCGA-A1-A0SG-01A-11R-A144-07" 62.5589730781 49.4084696743 53.1257521521 0
"TCGA-D8-A3Z5-01A-41R-A24H-07" 26.4597804846 15.193476715 86.7945040495 0
"TCGA-AC-A6IW-01A-12R-A33J-07" 0.426953165194 0.0622779078797 10.9533686261 1
"TCGA-D8-A141-01A-11R-A115-07" 15.9054899101 14.3307727922 29.9235574422 0
"TCGA-A2-A1FV-01A-11R-A13Q-07" 57.2274361679 0.596162480132 27.4269475128 0
"TCGA-A8-A0AD-01A-11R-A056-07" 101.769043795 25.5201530241 59.4365229902 0
"TCGA-D8-A1JN-01A-11R-A13Q-07" 96.7355031307 0.0829495141136 33.8571783525 0
"TCGA-D8-A13Z-01A-11R-A115-07" 0.212050378142 0.188817104645 19.5539551385 1
"TCGA-D8-A1XA-01A-11R-A14D-07" 119.582672807 28.7533555074 36.9253244399 0
"TCGA-A8-A0A6-01A-12R-A056-07" 18.4618113827 2.87446206827 56.37439832 0
"TCGA-BH-A6R8-01A-21R-A33J-07" 31.550060909 9.58757322574 42.6028280508 0
"TCGA-B6-A0WT-01A-11R-A109-07" 37.8052099964 42.9787346837 32.2030234918 0
"TCGA-E2-A1B5-01A-21R-A12P-07" 3.87326596753 0.433540304734 7.53876867599 0
"TCGA-A2-A0CK-01A-11R-A22K-07" 12.4706147742 6.86470583853 52.3567651509 0
"TCGA-D8-A1X9-01A-12R-A157-07" 82.3071071625 3.04574387438 63.6269145285 0
"TCGA-BH-A18N-01A-11R-A12D-07" 136.421877131 94.2205970121 45.2321412394 0
"TCGA-AN-A0FN-01A-11R-A034-07" 21.3424686432 1.14172178431 17.5024636379 0
"TCGA-AC-A62Y-01A-11R-A29R-07" 100.234865454 30.2726036461 22.6112503737 0
"TCGA-BH-A18S-01A-11R-A12D-07" 82.5163043787 12.0797460007 68.630213593 0
"TCGA-BH-A1FM-01A-11R-A13Q-07" 69.4193660631 0.121540280057 8.43829041477 0
"TCGA-A2-A0T4-01A-31R-A084-07" 69.8995804242 18.2276803915 39.969706741 0
"TCGA-AN-A04C-01A-21R-A034-07" 1.97055735739 0.0433015344728 692.554152422 0
"TCGA-GM-A2DI-01A-31R-A18M-07" 23.4880100306 12.0524083534 20.3042155257 1
"TCGA-E2-A10C-01A-21R-A10J-07" 53.116898736 0.0930936898674 36.5584645818 0
"TCGA-D8-A1X5-01A-11R-A14D-07" 106.180820364 1.08939979687 216.471638193 0
"TCGA-LL-A5YM-01A-11R-A28M-07" 21.6051548765 2.7731429584 72.1807434389 0
"TCGA-B6-A0I9-01A-11R-A034-07" 44.0910992766 0.319397799377 950.122455309 0
"TCGA-E9-A1ND-01A-11R-A144-07" 1.43733607501 0.0521207725289 13.0542478375 0
"TCGA-AO-A1KT-01A-11R-A13Q-07" 22.9957729331 3.5865368589 36.8205271877 0
"TCGA-A8-A097-01A-11R-A034-07" 49.7010341889 9.74211983135 156.640837488 0
"TCGA-E2-A154-01A-11R-A115-07" 94.8575919765 68.5418984417 43.5975544556 0
"TCGA-AC-A6IV-01A-12R-A33J-07" 18.313593789 4.53016396021 35.9756825159 0
"TCGA-B6-A0IG-01A-11R-A034-07" 25.4429230332 1.41862781316 514.437960157 0
"TCGA-C8-A27B-01A-11R-A169-07" 0.801407205957 0.0290935905756 5.53103565887 1
"TCGA-GM-A5PX-01A-12R-A28M-07" 17.3323165406 5.1055871399 48.2024552342 0
"TCGA-E9-A1NA-01A-11R-A144-07" 37.6463875895 0.219329777756 20.3869117007 0
"TCGA-AR-A24K-01A-11R-A169-07" 47.6698807394 29.7622224529 34.8132721441 0
"TCGA-LD-A7W6-01A-81R-A352-07" 43.2111463779 7.93395982524 49.8738868168 0
"TCGA-AC-A7VB-01A-11R-A352-07" 90.5980002667 0.0851720546006 146.827159866 0
"TCGA-B6-A0RP-01A-21R-A084-07" 115.479075535 8.43664061739 47.6169345353 0
"TCGA-A2-A0EM-01A-11R-A034-07" 62.4010110079 63.1585867679 36.3422249026 0
"TCGA-D8-A1JA-01A-11R-A13Q-07" 0.426797633194 0.0609339785745 302.599733669 0
"TCGA-BH-A0DS-01A-11R-A056-07" 37.6329038176 8.23817227079 36.5529004391 0
"TCGA-AR-A1AP-01A-11R-A12P-07" 37.7344201655 1.1176327224 42.3309715654 0
"TCGA-A7-A3IY-01A-21R-A21T-07" 51.0143359952 20.6326647469 10.5938425971 0
"TCGA-BH-A18H-01A-11R-A12D-07" 48.5140172749 11.2194008307 22.2119161111 0
"TCGA-BH-A1FJ-01A-11R-A13Q-07" 62.7003324402 43.2091631737 33.7072067983 0
"TCGA-D8-A1Y3-01A-11R-A157-07" 15.7955992952 2.72212925655 29.3554200697 0
"TCGA-LL-A442-01A-11R-A24H-07" 125.651395626 24.6279647158 47.2342318922 0
"TCGA-A8-A06U-01A-11R-A00Z-07" 79.9499737821 3.570626393 62.4433774542 0
"TCGA-AO-A12B-01A-11R-A10J-07" 164.608946912 46.1046125887 17.6502801693 0
"TCGA-PE-A5DD-01A-12R-A27Q-07" 65.6774991658 6.35025792932 22.295288206 0
"TCGA-A2-A04R-01A-41R-A109-07" 36.3078950379 15.3158398175 35.4562040321 0
"TCGA-A8-A06N-01A-11R-A00Z-07" 170.730452124 0.05285519282 61.0420935633 0
"TCGA-A2-A0ER-01A-21R-A034-07" 96.3923614271 3.49782625871 32.7054836133 0
"TCGA-A8-A08I-01A-11R-A00Z-07" 150.843096265 19.7906901808 17.7686024596 0
"TCGA-BH-A0DO-01B-11R-A12D-07" 115.315859577 16.8934863223 41.2369583776 0
"TCGA-AC-A5XU-01A-11R-A28M-07" 57.0457654506 12.909827004 27.0943388054 0
"TCGA-OL-A6VQ-01A-12R-A41B-07" 20.4498715318 18.4811131204 47.7334861663 0
"TCGA-C8-A1HM-01A-12R-A137-07" 108.723795879 2.00550235955 23.1269849913 0
"TCGA-AN-A04A-01A-21R-A034-07" 17.7593754044 1.73234660212 16.8260554604 0
"TCGA-AR-A1AM-01A-41R-A22K-07" 16.0722829814 3.12296027923 76.7528294705 0
"TCGA-B6-A0X5-01A-21R-A109-07" 108.038650183 19.3765120031 18.8033453549 0
"TCGA-A2-A0YT-01A-11R-A109-07" 61.8262891768 0.204368450075 32.1093114541 0
"TCGA-S3-A6ZG-01A-22R-A32P-07" 67.7782951638 25.7388036984 42.4347231725 0
"TCGA-B6-A0IN-01A-11R-A034-07" 29.661176328 0.101753347291 65.3301778769 0
"TCGA-A2-A0CX-01A-21R-A00Z-07" 0.918721274697 0.158009176064 475.633851286 0
"TCGA-A7-A3J0-01A-11R-A213-07" 91.1154101027 109.844329828 12.0769489357 0
"TCGA-C8-A3M8-01A-11R-A213-07" 86.7845890576 0.202341468463 90.6785400978 0
"TCGA-BH-A1EX-01A-11R-A13Q-07" 5.4948197444 0.283788620898 41.4642609677 0
"TCGA-BH-A0HY-01A-11R-A056-07" 28.1700862984 0.179183698592 662.942069995 0
"TCGA-A2-A3XZ-01A-42R-A239-07" 0.33076462135 0.251993831913 996.793214359 0
"TCGA-AC-A3OD-01B-06R-A22O-07" 184.4868781 32.3227476011 19.8427519619 0
"TCGA-A2-A3XX-01A-21R-A239-07" 0.165948194527 0.119033803652 35.0557548389 1
"TCGA-AR-A24H-01A-11R-A169-07" 47.0957312949 3.02589369847 65.8288809636 0
"TCGA-BH-A0E1-01A-11R-A056-07" 37.0112737395 90.3249954224 23.3863423636 0
"TCGA-E2-A15I-01A-21R-A137-07" 56.3291287275 14.4623246421 48.8278054397 0
"TCGA-A1-A0SM-01A-11R-A084-07" 18.8014653631 0.258528407563 813.54778687 0
"TCGA-OL-A5D6-01A-21R-A27Q-07" 0.34695347423 0.201947504372 72.1288405039 1
"TCGA-B6-A0RQ-01A-11R-A115-07" 23.1343024067 15.8282932921 45.7128381342 0
"TCGA-A2-A3XU-01A-12R-A22U-07" 0.663352560616 0.029946678597 13.206852955 1
"TCGA-AO-A1KS-01A-11R-A13Q-07" 106.336327015 60.5296076101 25.8652462579 0
"TCGA-BH-A42U-01A-12R-A24H-07" 9.18726080532 1.82763551443 38.3672280089 1
"TCGA-AC-A3W5-01A-11R-A22K-07" 1.97819847238 0.376788569888 858.096375305 0
"TCGA-A2-A0T1-01A-21R-A084-07" 0.188130492868 0.0770788337335 643.140220415 0
"TCGA-B6-A0IB-01A-11R-A034-07" 71.897351633 21.5291799636 21.4986144962 0
"TCGA-BH-A0AY-01A-21R-A00Z-07" 18.0403439027 6.81129652233 16.7741751165 0
"TCGA-BH-A1FN-01A-11R-A13Q-07" 14.3367383369 3.29742521521 10.6355157212 0
"TCGA-A7-A13H-01A-11R-A22K-07" 44.0690326598 6.61928385743 65.5172425587 0
"TCGA-BH-A42T-01A-11R-A24H-07" 39.2269427987 13.6659424674 97.7993444786 0
"TCGA-3C-AALI-01A-11R-A41B-07" 0.303692146148 0.0924213942873 972.586687147 0
"TCGA-B6-A0RI-01A-11R-A056-07" 44.1796132164 52.9502422622 25.1358336342 0
"TCGA-AO-A0JM-01A-21R-A056-07" 13.1126973048 0.498193979965 260.377264994 0
"TCGA-BH-A18I-01A-11R-A12D-07" 26.4420496344 4.4359888665 25.3863698718 0
"TCGA-A2-A1G6-01A-11R-A13Q-07" 23.8953828219 21.4526811097 29.7400074544 1
"TCGA-BH-A18J-01A-11R-A12D-07" 18.8698124072 1.31817877786 30.9170240481 0
"TCGA-BH-A1EO-01A-11R-A137-07" 42.9845141767 124.876413081 21.2936095274 0
"TCGA-C8-A12X-01A-11R-A115-07" 55.8738929334 2.78030356132 22.6791818678 0
"TCGA-E2-A150-01A-11R-A12D-07" 0.361275310883 0.0779859941956 17.3913055115 1
"TCGA-LL-A6FP-01A-11R-A31O-07" 46.4873619283 0.00828065912009 55.375950106 0
"TCGA-S3-AA14-01A-11R-A41B-07" 6.03205182444 8.68533417181 329.071102791 0
"TCGA-A2-A0CW-01A-21R-A115-07" 76.7711533369 9.69274898407 44.9138253439 0
"TCGA-AN-A0FJ-01A-11R-A00Z-07" 0.0790265021492 0.0361349051565 14.2825892358 0
"TCGA-E2-A105-01A-11R-A10J-07" 138.084594366 2.92292137603 50.6725941917 0
"TCGA-A2-A0YL-01A-21R-A109-07" 18.4457193341 31.187942796 23.2621659828 0
"TCGA-A8-A08Z-01A-21R-A00Z-07" 21.3763501755 25.0928320897 32.1384056333 0
"TCGA-EW-A1J5-01A-11R-A13Q-07" 38.1351233384 39.5144782872 65.2256521649 0
"TCGA-BH-A1F2-01A-31R-A13Q-07" 13.1952247243 0.552475720948 209.789720922 0
"TCGA-A2-A4RW-01A-21R-A266-07" 19.7868176855 11.1558688202 54.9729873572 0
"TCGA-LL-A7T0-01A-31R-A352-07" 39.8226587593 0.0946690981337 68.591184077 0
"TCGA-A1-A0SJ-01A-11R-A084-07" 17.1633607145 12.0466700828 44.4387538705 0
"TCGA-AN-A0FT-01A-11R-A034-07" 17.7929719465 2.07957602839 775.635230064 0
"TCGA-B6-A0RL-01A-11R-A084-07" 147.145701773 1.02398666436 74.7031023726 0
"TCGA-A7-A26F-01B-04R-A22O-07" 1.90949789233 0.231535553942 17.6977786264 1
"TCGA-E2-A15G-01A-11R-A12D-07" 108.537774189 66.5766753979 44.8572111484 0
"TCGA-A8-A0A1-01A-11R-A00Z-07" 98.4001361408 4.73787669176 31.6000036923 0
"TCGA-AN-A0XS-01A-22R-A109-07" 48.7412384125 59.6692906831 38.2091990933 0
"TCGA-AN-A0XL-01A-11R-A10J-07" 55.9287635241 4.93150441131 58.3405167775 0
"TCGA-D8-A1Y2-01A-11R-A157-07" 37.0032763471 0.447507178953 39.0586139261 0
"TCGA-BH-A0E2-01A-11R-A056-07" 33.8198152099 4.93566570024 16.683252542 0
"TCGA-BH-A0HX-01A-21R-A056-07" 35.9798082412 1.42996628478 36.3514524435 0
"TCGA-OL-A66I-01A-21R-A29R-07" 0.375384436245 0.2085857883 19.8933045151 1
"TCGA-C8-A132-01A-31R-A115-07" 48.3825712953 3.35576917854 712.092534349 0
"TCGA-D8-A1JL-01A-11R-A13Q-07" 0.735250754253 0.142659861941 12.3953621026 1
"TCGA-AR-A0TY-01A-12R-A115-07" 66.6837486778 0.116041236352 23.404059127 0
"TCGA-E2-A1LG-01A-21R-A14M-07" 0.0246469510047 0.00438930217225 45.6654613205 1
"TCGA-A2-A4RY-01A-31R-A266-07" 7.16327385794 12.1284200963 54.8985034726 0
"TCGA-B6-A0IP-01A-11R-A034-07" 92.9581068516 9.70884687992 52.8768000833 0
"TCGA-A2-A0CM-01A-31R-A034-07" 0.640885272235 0.052812347647 12.5160496604 1
"TCGA-A2-A0SY-01A-31R-A084-07" 39.724667184 13.275979165 117.309668745 0
"TCGA-EW-A1PB-01A-11R-A144-07" 0.289517071213 0.00493862392827 16.0145681153 1
"TCGA-D8-A1XW-01A-11R-A14M-07" 0.318747842816 0.111179572604 21.0294251096 0
"TCGA-C8-A8HQ-01A-11R-A36F-07" 9.70869429596 1.72775836773 38.5574143773 0
"TCGA-AC-A2BM-01A-11R-A21T-07" 20.914025206 13.5797582679 16.4188555045 0
"TCGA-A8-A07O-01A-11R-A00Z-07" 1.67468189455 0.15355560888 15.1359440821 1
"TCGA-UU-A93S-01A-21R-A41B-07" 0.304447069958 0.117061748234 1668.3525839 0
"TCGA-B6-A0IO-01A-11R-A034-07" 130.344077599 2.74123881075 24.0378517854 0
"TCGA-EW-A2FW-01A-11R-A17B-07" 82.8999197049 1.91104848723 44.5133977356 0
"TCGA-EW-A1IX-01A-12R-A144-07" 22.0737224968 43.6289903795 55.5014840453 0
"TCGA-E9-A1N4-01A-11R-A14M-07" 11.048528727 25.1383071381 19.0074236792 0
"TCGA-A8-A07G-01A-11R-A034-07" 91.1833775531 4.16926871941 58.9605809733 0
"TCGA-A2-A0EX-01A-21R-A034-07" 15.0829003269 15.8350766939 63.5416775365 0
"TCGA-BH-A0EE-01A-11R-A034-07" 1.05395426203 0.0148375951534 182.512939395 0
"TCGA-A7-A6VY-01A-12R-A33J-07" 0.235675160651 0.044740327475 8.18945106115 1
"TCGA-GM-A5PV-01A-11R-A28M-07" 84.2435631623 7.91930237516 56.3459769208 0
"TCGA-GM-A3NY-01A-11R-A21T-07" 47.2147148282 0.464242910539 29.3595963115 0
"TCGA-AO-A12F-01A-11R-A115-07" 0.101825317189 0.149454130029 27.6591759516 1
